"633","1",,"ぱちつかせる",
"634","5","k","ぱらつく",
"635","5","s","ひき殺す","ひきころす"
"636","5","k","ひくつく",
"637","5","s","ひけらかす",
"638","5","s","ひげを生やす","ひげをはやす"
"639","5","u","ひしめき合う","ひしめきあう"
"640","5","k","ひたむきに聞く","ひたむきにきく"
"641","5","s","ひっくり返す","ひっくりかえす"
"642","5","r","ひっくり返る","ひっくりかえる"
"643","1",,"ひっ提げる","ひっさげる"
"644","5","u","ひと味違う","ひとあじちがう"
"645","5","u","ひどい目にあう","ひどいめにあう"
"646","1",,"ひどい目にあわせる","ひどいめにあわせる"
"647","1",,"ひどい目に遭わせる","ひどいめにあわせる"
"648","1",,"ひど過ぎる","ひどすぎる"
"649","5","s","ひねり出す","ひねりだす"
"650","5","r","ひびが入る","ひびがはいる"
"651","1",,"ひび割れる","ひびわれる"
"652","5","k","ひりつく",
"653","5","s","ひれ伏す","ひれふす"
"654","1",,"ひん曲げる","ひんまげる"
"655","5","k","ひん剥く","ひんむく"
"656","5","k","ひん抜く","ひんぬく"
"657","5","k","びくつく",
"658","5","k","びっこを引く","びっこをひく"
"659","5","r","びにる",
"660","5","r","びびる",
"661","1",,"びる",
"662","5","r","ぴかぴか光る","ぴかぴかひかる"
"663","5","k","ぴくぴく動く","ぴくぴくうごく"
"664","5","k","ぴよぴよ鳴く","ぴよぴよなく"
"665","k",,"ぴりっとくる",
"666","5","r","ぴんと張る","ぴんとはる"
"667","k",,"ぴんと来る","ぴんとくる"
"668","5","r","ふき取る","ふきとる"
"669","1",,"ふける",
"670","5","m","ふさぎ込む","ふさぎこむ"
"671","5","k","ふざく",
"672","5","k","ふためく",
"673","1",,"ふたを開ける","ふたをあける"
"674","1",,"ふたを閉める","ふたをしめる"
"675","5","s","ふっ飛ばす","ふっとばす"
"676","1",,"ふて腐れる","ふてくされる"
"677","5","k","ふらつく",
"678","1",,"ふるいに掛ける","ふるいにかける"
"679","5","s","ふるい落す","ふるいおとす"
"680","5","s","ふるい落す","ふるいおとす"
"681","5","s","ふるい落とす","ふるいおとす"
"682","5","s","ふるい落とす","ふるいおとす"
"683","5","r","ふんぞり返る","ふんぞりかえる"
"684","5","r","ふんだくる",
"685","5","r","ふん縛る","ふんじばる"
"686","5","s","ぶち壊す","ぶちこわす"
"687","1",,"ぶち開ける","ぶちあける"
"688","5","m","ぶち込む","ぶちこむ"
"689","1",,"ぶち切れる","ぶちきれる"
"690","1",,"ぶち切れる","ぶちぎれる"
"691","5","r","ぶち当たる","ぶちあたる"
"692","5","r","ぶち破る","ぶちやぶる"
"693","1",,"ぶち明ける","ぶちあける"
"694","5","r","ぶった切る","ぶったぎる"
"695","1",,"ぶっちゃける",
"696","5","s","ぶっ壊す","ぶっこわす"
